Unique ID,URL,Date scraped,Headline,Body,Org,Topics,Sentiment,Scandal_distance,Top_10
329,https://www.bbc.com/news/articles/c4g9dl4e56vo,2025-01-23,Ex-members use gym for topless bare-knuckle fights,"A gym was used for late-night bare-knuckle fights after former members accessed the site, according to an email to members. 
Large areas of Anytime Fitness in Penarth, Vale of Glamorgan, were left covered in blood after being accessed over the Christmas period.
The email, seen by BBC Wales, said former members had persuaded current users  to let them in by claiming their access fob to the 24-hour gym was not working. 
Manager Rae Carpenter said police dealt with the issue quickly. 
The email said the gym had been accessed by former members who had been entering the site late in the evenings and carrying out ""bare-torso boxing and bare-knuckle fighting"". 
It went on to say ""noses were broken"" and ""blood was everywhere"", adding staff had to ""clear up blood splatters from equipment, walls and bathrooms"". 
The gym said the people had been identified and police had been informed.
Ms Carpenter said: ""The police dealt with the situation seriously and quickly and we are very grateful. The safety of our club's community and security of the club is a priority.""
South Wales Police has also been asked to comment.
","['Anytime Fitness', 'BBC Wales']",politics,0.7146,0.298,False
330,https://www.bbc.com/news/articles/ckgy3pm8n7ro,2025-01-25,Scotland's papers: Counting the cost of Storm Éowyn," 
",[],sport,0.0,,False
331,https://www.bbc.com/news/articles/crr0qlr118po,2025-01-24,Pupils' sensitive data shared 'by mistake' ,"A head teacher has apologised after hundreds of pupils' private data was shared with two parents.
Wellsway School in Keynsham, near Bristol, has been reported to the Information Commissioner's Office after 86,000 lines of sensitive information was emailed to a couple.
They were sent the data after they submitted a Freedom of Information request because they felt the secondary school's withdrawal room was being used excessively.
The school said it had ""immediately followed through with all procedures and informed parents"" when it became aware of the data breach.
It was only after having the spreadsheet of data for a few weeks that the couple, who wish to remain anonymous, realised it contained comprehensive data on children.
As well as their name and date of birth, it listed whether they were considered to have special educational needs or be on an educational health and care plan.
It also contained details of child protection orders and whether pupils are eligible for free school meals.
Head teacher Rob Pearsall said the family assured the school they had deleted the data.
""We have done all we can to make sure that data has not been shared.
""It was a regrettable mistake and we have apologised to parents,"" he added.
The couple had initially sent the FOI because their ""happy and positive"" daughter was frequently being sent to the school's withdrawal room.
Schools commonly have such a space for disruptive students, but the parents say it is being utilised to punish ""petty"" rule infractions at Wellsway.
The girl's mother said the school, which is run by the Futura Learning Partnership, had been dismissive of their concerns.
Her father said the school had made them feel ""we were the only ones this was happening to"".
""It wasn't. This is happening to lots of children and for very petty things in the class room.""
""The Department for Education guidance states children should only be removed from lessons if their behaviour is extremely disruptive,"" said the girl's mother, a former teacher herself.
""Whether [rule breaking] is minor or severe, it's the same punishment. It's a sledgehammer approach,"" he claims.
The school says that children sent to the withdrawal room are given suitable and equivalent work to complete.
When asked if pupils might be losing out on education, Mr Pearsall replied: ""All I can do is give assurances that teachers carefully monitor and work with children to make sure they don't lose out and the do catch up.
""The data we have internally and the success [pupils] have in their GCSEs would reflect that does not happen.""
He said that an Ofsted inspection carried out before Christmas had found that the school's behavioural policy was good.
Follow BBC Bristol on Facebook, X and Instagram. Send your story ideas to us on email or via WhatsApp on 0800 313 4630.
","['Wellsway School', ""the Information Commissioner's Office"", 'FOI', 'the Futura Learning Partnership', 'The Department for Education', 'BBC Bristol', 'Facebook, X and', 'Instagram', 'WhatsApp']",politics,0.9209,0.27999999999999997,False
332,https://www.bbc.com/news/articles/cd7d8jqexg8o,2025-01-26,Greater Manchester's £10bn 'growth locations' plan,"Council leaders have welcomed a 10-year plan to boost the Greater Manchester economy and create tens of thousands of new homes and jobs.
The plans focus on developing six ""growth locations"" across all 10 boroughs, with the aim of attracting £10bn of investment and building around 75,000 new homes.
Greater Manchester Mayor Andy Burnham said the initiative would ""deliver transformative regeneration across our city-region"".
Manchester City Council leader Bev Craig said the city-region had ""so much untapped potential, so that's why we are rolling up our sleeves and doing things differently"".
Oldham Council leader Arooj Shah described the plan as ""a game-changer for boroughs like Oldham"".
Oldham would be part of a north east growth corridor, with an area called Atom Valley located in Oldham, Bury and Rochdale, so called due to its focus on boosting scientific research and development.
It is set to create thousands of jobs, ""putting Oldham on the map as a hub for innovation and advanced manufacturing"" Shah added.
Burnham said Greater Manchester was ""already bucking all the national economic trends"", with growth and productivity above UK average.
The plan by the Greater Manchester Combined Authority would ""deliver urban regeneration at a pace and scale not seen before in my lifetime"" and create tens of thousands of homes and jobs, he added.
The Western Gateway Growth Location includes the Old Trafford Regeneration Scheme, with plans to create new housing, commercial and public space around a new 100,000-seater stadium or a refurbished 87,000-capacity ground.
Each of the locations has land earmarked for the creation of new housing and employment sites.
Listen to the best of BBC Radio Manchester on Sounds and follow BBC Manchester on Facebook, X, and Instagram and watch BBC North West Tonight on BBC iPlayer.
","[""Greater Manchester's"", 'Council', 'Greater Manchester', 'Manchester City Council', 'Oldham Council', 'Burnham', 'the Greater Manchester Combined Authority', 'The Western Gateway Growth Location', 'the Old Trafford Regeneration Scheme', 'BBC Radio Manchester', 'BBC Manchester', 'Facebook, X', 'Instagram', 'BBC', 'BBC iPlayer']",business,0.9928,0.366,False
333,https://www.bbc.com/news/articles/cwy7n4p5xe4o,2025-01-23,Teen calls for better lighting after canal fall,"A teenager who fell into a canal basin notorious for people and vehicles going into the water believes it needs better street lighting.
Ethan Sinclair, 17, from Smethwick in the West Midlands, said he was on his way to collect an electric scooter from a seller in Walsall when he slipped trying to avoid a puddle.
He said he had been trying to follow Google Maps in the town centre at the time: ""It was dark, there were no lights and no rails.""
The Canal and River Trust said it was constantly reviewing the situation but there was not a simple solution. Walsall Council said it was not responsible for the area around the canal basin.
Numerous people as well as several vehicles have fallen or gone into the canal basin  in Walsall over recent years.
Mr Sinclair said: ""The second my foot slipped I knew I was going in. I fell right to the bottom. It must have been at least six or seven feet.""
There was a mooring ring close to the spot where he fell in: ""I quickly jumped back up and my fingertips managed to grab onto the edge.""
People at a nearby cafe then helped him out of the water. ""They said I was the third or fourth person that day,"" he added.
After initially turning down an ambulance, he took himself to hospital when his hands went blue and his breathing became difficult. Doctors later gave him the all clear.
In 2021, the Canal and River Trust installed a six foot tall blue buoy in the canal basin with the words ""deep water"" written on it, after three people fell into the basin in one day. 
Two cars have also driven into the basin.
A spokesperson for the trust said it was sorry to hear about Mr Sinclair's accident and added: ""This must have been a very unpleasant experience, so we're glad he was given the all clear after sensibly seeking medical advice.""
The trust confirmed that, as well as installing the buoy, it had removed weeds to make it clear where the edge of the water lay.
They said they do not own the land around the canal and added: ""Although fencing off the waterfront may appear a straightforward solution, it is sadly not that simple in practice"". 
Walsall Council, which is responsible for street lighting, said the canal basin was the responsibility of the Canal and River Trust.
It also pointed to plans to redevelop the area around Gallery Square and improve the canal basin area.
Mr Sinclair said the incident had left him feeling anxious about leaving the house: ""Anything could happen now. I'm staying in a lot more. College is the only place I really go.""
This news was gathered by the Local Democracy Reporting Service which covers councils and other public service organisations.
Follow BBC Birmingham on BBC Sounds, Facebook, X and Instagram.
","['Google Maps', 'The Canal and River Trust', 'Walsall Council', 'the Canal and River Trust', 'the Local Democracy Reporting Service', 'BBC Birmingham', 'BBC Sounds', 'Facebook', 'Instagram']",politics,0.9187,0.346,False
334,https://www.bbc.com/news/articles/c5yv0qxjdpxo,2025-01-24,Southport survivor's family demands 'more answers',"The family of a girl who survived the Southport stabbings said ""more questions need answering"" about the attack in which three young children were murdered.
The girl, who can only be referred to Child C, was nine years old when knife-wielding Axel Rudakubana embarked upon what prosecutors described as a ""meticulously planned campaign of murder and violence"" at a Taylor Swift-themed dance workshop.
Child C's family said she was continuing to recover from the 29 July attack, in which Rudakubana, then aged 17, also attempted to murder eight other children and two adults.
He was jailed for 52 years on Thursday after also admitting making the biological toxin ricin and illegally possessing an Al Qaeda training manual.
Six-year-old Bebe King, seven-year-old Elsie Dot Stancombe and Alice da Silva Aguiar, aged nine, were killed in the attack.
Dance class leader Leanne Lucas and businessman Jonathan Hayes were seriously wounded.
At Thursday's sentencing hearing, Child C's words were read out at Liverpool Crown Court.
She said: ""It has been very hard to deal with what happened.
""When people in school asked me 'Do you wish you weren't there that day?', I said that, in some ways, I wish I wasn't but also, if I wasn't there, someone else would have been stabbed and they could have died, so I'm glad I might have stopped someone else getting hurt.""
Child C's family said: ""It is undeniable that there remain more questions which need answering about how we got to this point. 
""We hope that these will be answered in due course.
""For our daughter, and everyone else who was there that day, it is the least that they deserve.""
Their statement continued: ""Our hearts continue to ache for the families of Alice, Bebe and Elsie.
""We are acutely aware of how incredibly lucky we are that our daughter is still with us.""
Child C's family thanked everyone - including members of the emergency services and staff at Alder Hey Children's Hospital - who had been involved in saving her life and helping her recovery.
""Words cannot express how grateful we will forever be to you,"" said the family in their statement, before adding that Child C ""continues to make a good recovery"".
""She remains the positive, funny, determined, caring girl she always was. She is our warrior.""
They added that the attack ""will not define her"" and appealed for privacy ""while we as a family try to come to terms with the events of 29 July"".
Following Rudakubana's guilty pleas on Monday, the government announced a public inquiry.
The court heard Rudakubana had been referred three times to anti-extremism programme Prevent, once in 2019 - when he researched American school shootings during an IT class - and twice in 2021, for uploading images of former Libyan dictator Colonel Gaddafi to Instagram and for researching the 2017 London Bridge terror attack.
In 2019, he also contacted the Childline charity and asked: ""What should I do if I want to kill somebody?""
On Thursday, prosecutor Deanna Heer KC told the court that Rudakubana had booked a taxi later that year to take him to his former school, where he used a hockey stick to attack another pupil.
Police then found a kitchen knife in his backpack.
He then pleaded guilty to assault, possession of an offensive weapon and possession of a bladed article.
Rudakubana was also reported missing in 2022 before he was found by police in possession of a small kitchen knife.
Alder Hey Children's NHS Foundation Trust has confirmed that he had been under its care between 2019 and 2023, when he ""stopped engaging"" with them.
Listen to the best of BBC Radio Merseyside on BBC Sounds and follow BBC Merseyside on Facebook, X, and Instagram, and watch BBC North West Tonight on BBC iPlayer.
","['Child C', 'Al Qaeda', 'Liverpool Crown Court', ""Alder Hey Children's Hospital"", 'Instagram', 'Childline', ""Alder Hey Children's"", 'NHS Foundation Trust', 'BBC Radio Merseyside', 'BBC Sounds', 'BBC Merseyside', 'Facebook, X', 'BBC', 'BBC iPlayer']",entertainment,-0.9742,0.31599999999999995,False
335,https://www.bbc.com/news/articles/c9d5ggvxvj0o,2025-01-24,'Significant decline' in seal pups born at coast,"There has been a ""significant drop"" in the number of seal pups born on the Lincolnshire coast, a wildlife trust has said. 
Lincolnshire Wildlife Trust reported fewer pups being born at Donna Nook Nature Reserve, near Louth, and in other areas on the east coast.
In total, 1,649 pups were born between October and December at the reserve which is a 25% fall compared to the previous year.
The trust said the decline is the largest since monitoring started 40 years ago investigations into the possible causes will take place.
The first pup of the 2024 season was born on 29 October at Donna Nook with the final one arriving on 22 December.
The total number of grey seal pups born was 1,649, down from 2,207 the year before.
The trust said over the last five years, pup numbers at Donna Nook had remained stable at around 2,200 and are unsure of the reason behind the decline. 
A decrease in seal pup populations in other areas along the east coast has also been reported. 
The Sea Mammal Research Unit, a marine science research organisation in Scotland, is investigating possible causes of the decline.
Listen to highlights from Lincolnshire on BBC Sounds, watch the latest episode of Look North or tell us about a story you think we should be covering here.
","['Lincolnshire Wildlife Trust', 'Donna Nook Nature Reserve', 'grey seal pups', 'The Sea Mammal Research Unit', 'BBC Sounds']",entertainment,0.9313,0.39599999999999996,True
336,https://www.bbc.com/news/articles/cp8qdg7693po,2025-01-23,Operator found to take over historic music venue,"An operator has been chosen to take over a council-owned venue where The Beatles once played.
Salisbury's City Hall, which was south Wiltshire's largest concert venue, closed in January 2023.
The last show held in the building was before the start of the Covid-19 pandemic.
Leader of Wiltshire Council, Richard Clewer said it had been a priority to reopen City Hall as a live entertainment venue in a ""long-term sustainable way"".
The announcement comes after the council hired a specialist company to market the venue on its behalf.
The name of the operator cannot be revealed until terms and a lease are agreed. But the council's cabinet have approved £300,000 of funding to make improvements to the outside of the building. 
Richard Clewer, said: ""Finding that partner who is able to commit to a long-term sustainable solution that doesn't rely on council funding was the main aim and to make sure city hall can open before a new tenant can move in. 
""I'm really pleased that we've got to that point"", he said.
""There are definitely still some works that need to be done in order to make sure city hall can open, but from everything I am hearing we are looking at the prospect of work being able to be done in time and for city hall to open this year. 
""But that will be in the hands of the new leaseholder.""
The council are expected to confirm the name of the new operator in the coming weeks.
Follow BBC Wiltshire on Facebook, X and Instagram. Send your story ideas to us on email or via WhatsApp on 0800 313 4630.
","['Wiltshire Council', 'City Hall', 'BBC Wiltshire', 'Facebook', 'Instagram', 'WhatsApp']",business,0.985,0.284,False
337,https://www.bbc.com/news/articles/ckgxq7j79l2o,2025-01-23,City bridge faces six-month closure for repairs,"A much-used road bridge linking east and west Hull is to be closed for six months for urgent repairs, the city council has said.
Drypool Bridge over the River Hull will be shut for work on its load-bearing columns after a routine inspection in April 2024 found they had significantly deteriorated.
Due to the year-long delay in the A63 Castle Street roadworks, both projects will run alongside each other, causing ""unavoidable disruption"" to the city's road network.
Garry Taylor, Hull City Council's assistant director of major projects, said ""the best possible traffic management and mitigation measures"" would be put in place ""to reduce the likely impact"". 
The bridge, which opened in 1961, carries an essential road route over the River Hull into the city centre. It is also used by pedestrians.
After the safety investigation in April, the council said the bridge would be closed for up to 12 months, but it reopened two weeks later after safety checks.
""Significant damage"" was discovered to several concrete columns under the bridge.
Subject to cabinet approval, the council will appoint Esh Contruction and Mason Clark Associates to repair and strengthen the structure.
The authority said the work was expected to cost £8m.
The council said it wanted to start the work this spring because if it was to be delayed, the next available period to undertake the repairs would be spring/summer 2026, with the risk of increased costs.
The authority warned of road closures and diversions in the area, which will also coincide with the A63 roadworks that have been delayed for a year.
The £355m redesign that involves lowering the level of the A63 to create an underpass was pushed back due to ""extremely challenging ground conditions"", highways officials said.
The council said: ""The two schemes will be managed through a co-ordinated approach by the council alongside all other highway works.""
Listen to highlights from Hull and East Yorkshire on BBC Sounds, watch the latest episode of Look North or tell us about a story you think we should be covering here.
","['the city council', ""Hull City Council's"", 'Mason Clark Associates', 'BBC Sounds']",politics,0.8042,0.36,False
338,https://www.bbc.com/news/articles/c5yv9ej9n49o,2025-01-24,Campaigners dismiss loan charge review as 'sham',"The government has launched its promised independent review into the loan charge but has been met with criticism from campaigners who dismissed it as a ""sham"".
The loan charge was implemented to close a tax loophole and recover backdated taxes but has left many freelance workers facing large bills. 
In a statement on Thursday, Treasury Minister James Murray said the review would look at barriers preventing those owing money from ""reaching resolution with HMRC and to recommend ways in which they can be encouraged to do so"".
However, it will not reconsider the government's position that the loan charge is fair.
This has led the Loan Charge Action Group to dismiss the review as a ""sham"" and a ""complete betrayal"".
""What the government has announced today is not a review at all, as it actually astonishingly excludes reviewing the loan charge,"" said group founder Steve Packham.
He said the review failed to look at how HMRC set up the loan charge and who operated and promoted the tax avoidance schemes. 
In 1999, the then-Labour government introduced IR 35, a tax law which sought to class many self-employed freelance workers as employers, meaning they would have to pay National Insurance.
Thousands subsequently signed up to schemes, promoted by lawyers and accountants, allowing them to legally avoid paying National Insurance. 
This usually involved the freelancers paying money to offshore companies, who loaned it back to them without expecting the loan to be repaid. 
After the government shut this loophole, the Treasury used the loan charge to ask the freelancers to pay backdated tax.
HMRC estimates around 50,000 people are affected by the loan charge. 
Announcing a review of the loan charge, Treasury Minister James Murray said: ""The government believes that it is right that those who did not pay the right amount of income tax and National Insurance are required to resolve their affairs with HMRC.
""Accepting otherwise would be contrary to the decisions of the courts and would be unfair to the vast majority of taxpayers who have never used these schemes."" 
However, he added that there was concern about the charge, particularly the size of some payments and whether people were able to pay ""in a reasonable timeframe"".
He said the review would aim ""to bring the matter to a close or those affected; ensure fairness for all taxpayers; and ensure that appropriate support is in place for those subject to the loan charge"".
It will be conducted by Ray McCann, a former President of the Chartered Institute of Taxation, who is expected to report back by the summer. 
Judith Freedman, a professor of tax law and policy at Oxford University, said she was ""full of admiration"" for McCann adding: ""Not an easy job but if anyone can sort it out he can.""
Conservative MP Greg Smith, and co-chair of the Loan Charge All Party Parliamentary Group (APPG), said the announcement of the review was ""a farce"".
""This is not the review that was promised nor the review that is so desperately needed and the APPG will continue to push for a genuine inquiry into this scandal,"" he said. 
","['Treasury', 'HMRC', 'the Loan Charge Action Group', 'National Insurance', 'the Chartered Institute of Taxation', 'Oxford University', 'McCann', 'the Loan Charge', 'APPG']",politics,0.9845,0.33799999999999997,False
339,https://www.bbc.com/news/articles/cr46z9n7dgqo,2025-01-23,No help for homes hit by huge energy bill hike,"People living on a housing estate where energy bills have soared to more than £200 per month have been told their local council will not step in to lower costs.
Homeowners on the Byker Estate have complained they are being charged ""ridiculous"" amounts by Newcastle City Council to use the area's district heat network.
Residents are charged a flat fee for power generated from the station on Walker Road, but the system is not covered by the Energy Price Cap and the council said it will not use public funds to subsidise residents.
Pensioner Roberta Davidson, whose monthly bill jumped from £108 to £213 in December, said the council's response was ""not solving the problem"".
She told the Local Democracy Reporting Service: ""It is not answering the question of why we are paying double. 
""We are no further forward.""

Newcastle City Council's director of housing and communities Vicky McDermott said in a letter to Ms Davidson that the local authority ""does not benefit financially from any income received from heat network customers, and that our charging only reflects the costs of providing energy to you all"".
Ms McDermott added bills are expected to fall in the next financial year ""in line with declining gas prices"".
But Labour councillor Paula Maines said the authority, run by a minority Labour administration, was not willing to make any promises about reducing bills.
In a separate letter to Byker councillor Nick Hartley, she said: ""We are unable to issue blanket assurances about costs going down – gas prices are falling now, but we do not know if this will change, and we are also expecting increased compliance and regulatory oversight from Ofgem. 
""We will not give promises we cannot necessarily keep, and we cannot, as a council, expect our council taxpayers to subsidise Byker heating bills.""
Follow BBC North East on X, Facebook, Nextdoor and Instagram. Send your story ideas to northeastandcumbria@bbc.co.uk.
","['the Byker Estate', 'Newcastle City Council', 'the Local Democracy Reporting Service', ""Newcastle City Council's"", 'Labour', 'Facebook', 'Instagram']",politics,0.7633,0.33599999999999997,False
340,https://www.bbc.com/news/articles/cx249ydx40xo,2025-01-26,Willoughby speaks of 'tough' year after kidnap plot,"Holly Willoughby has spoken of her ""tough"" year after a man was jailed for plotting to kidnap her, saying: ""Nothing can prepare you for something like that.""
The former This Morning host left the show in October 2023, saying she wanted to spend more time with her family, after the plot emerged. 
Willoughby, in her first interview for more than a year, admitted she found it ""really so hard"" to talk about what had happened.
But she said she had made a decision to ""focus on everything that's positive and good"" and is healthy and happy.
Gavin Plumb was last summer found guilty of soliciting murder and inciting rape and kidnap, following a trial at Chelmsford Crown Court. He was jailed for life, with a minimum term of 16 years. 
Willoughby, who waived her right to anonymity in connection with the case, told the Sunday Times' Style magazine: ""It's been a tough one. There's no way of sugar-coating it.""
The 43-year-old said: ""When something like that happens, you have a decision to make. 
""You can either decide, right, I can take this on board and it can absolutely affect all aspects of my life, or I can make a choice to go, let's focus on everything that's positive and good, all those important things.""
She spoke of her ""wonderful"" husband, children, friends and family, adding: ""You have to go: I choose to positively move forward and rely on all those people - the police, the court, the judge, the jury - all those people to do their role. And that's what I had to do.""
Willoughby said it was ""not an option"" for her to let the situation take over her life. 
""So many people go through tough things - they just do,"" she told interviewer Polly Vernon. 
She added: ""Although I wouldn't wish what happened on me on anybody at all - sometimes things go wrong, but you have to keep going for it because that's all you can do."" 
When she left This Morning, her co-host of more than a decade Philip Schofield had already stepped down earlier that year over an affair with a former colleague which he described as ""unwise but not illegal"".
Asked if it was terrifying to walk away from the programme, Willoughby said: ""That question is wrapped up in so many things that were going on at that time. 
""But no. That was the last thing on my mind. The choice was really simple and easy, actually."" 
A lot of the change has been ""really good"", Willoughby said, as she can do the school run and attend assemblies. 
""Without even realising it, I think I've missed that. It's really lovely to get some of that back."" 
She did not discuss Schofield in the Sunday Times interview.
Having spent some time away from work, Willoughby has resumed hosting duties on shows like Dancing on Ice, with her next venture being Netflix's Celebrity Bear Hunt. 
Despite describing herself as ""a wimp"" compared to co-host Bear Grylls, she admitted: ""I'm made of quite tough stuff. 
""I have that thing where I definitely would rather take the easy option, but I know, if I have to, there is something in there.""
","['Chelmsford Crown Court', ""the Sunday Times' Style"", 'Willoughby', 'Netflix', 'Bear Grylls']",sport,0.9399,0.27999999999999997,False
341,https://www.bbc.com/news/articles/cx25x2lvk7ro,2025-01-27,Lebanon ceasefire deal extended as initial deadline passes,"The US and Lebanon say the ceasefire deal with Israel - which had been due to expire on Sunday - has been extended until mid-February. 
Israel had kept troops deployed in Lebanon beyond the initial deadline, accusing the Lebanese government of not fully implementing its part of the deal, which required the removal of Hezbollah from the area.
On Sunday, the Lebanese health ministry said Israeli soldiers killed 22 people and wounded 124 others who were trying to return to their homes in the country's south.
Lebanon's Prime Minister Najib Mikati says, following contact from the US, the truce will now remain in place until 18 February.
The initial ceasefire plan, announced in late November, brought an end to 14 months of conflict between Israel and the Lebanese armed group Hezbollah. 
Brokered by the US and France, the agreement gave Hezbollah 60 days to end its armed presence in southern Lebanon and required Israeli forces to withdraw over the same period. 
Announcing the plan, then-US President Joe Biden said it was ""designed to be a permanent cessation of hostilities"" between the two sides. 
But on Friday, with two days to go before the deadline, Israel said some soldiers would remain in the region as the ceasefire agreement was ""yet to be fully enforced by the Lebanese state"". 
A White House statement on Sunday said the deadline has now been moved to 18 February, and that negotiations will begin for the return of Lebanese prisoners captured after 7 October 2023.
Thousands of Lebanese residents have returned to towns and villages near the border since the deal was agreed, despite warnings that the region was still unsafe.
On Sunday, the Lebanese health ministry said 22 people had been killed by Israeli soldiers in the area.
The Israeli military said it had fired ""warning shots in multiple areas"", without specifying if people had been hit, and apprehended several people it claimed posed an ""imminent threat"".
The longstanding conflict between Israel and Hezbollah - an Iranian-backed militant, political and social movement - escalated last September. This lead to an intense Israeli air campaign across Lebanon, a ground invasion of the country's south, and the assassination of Hezbollah's senior leaders. 
The offensive killed around 4,000 people in Lebanon - including many civilians - and led more than 1.2 million residents to be displaced.
Israel's stated goal was to allow the return of around 60,000 residents who had fled from communities in the country's north because of Hezbollah's attacks, and to remove the group from areas along the border.
Hezbollah launched its campaign the day after the Hamas attacks on southern Israel on 7 October 2023, saying it was acting in solidarity with Palestinians in Gaza.
","['Hezbollah', 'White House', 'Hamas']",business,-0.9899,0.344,False
342,https://www.bbc.com/news/articles/cn8x1y5ppnmo,2025-01-23,Artist records history with shopfront sketches,"An artist is recording the history of local shops by sketching store fronts from around the city.
Ric Liptrot, 40, started drawing buildings around York when he moved to the city 15 years ago, and he now catalogues independent businesses that are about to close.
His recent projects include the Ken Spelman bookshop on Micklegate and P&S Hobbies and Models on Walmgate, which closed last week.
He said: ""I love the stories people tell me about these places, they mean quite a lot to people.""
Mr Liptrot said he enjoyed the ""everyday"" nature of a shopfront, and how they were something that people ""might not normally look at much or give much time to"".
""I love the intricacies, the colour and the detail,"" he added. 
""I come out and sketch directly in front of the buildings. You bump into all sorts of people!""
He added that growing up in a family-run shop helped to inspire his work.
""My mum and dad ran a newsagent back in Runcorn where I'm from, so it's deeply ingrained in me, sticking up for the small businesses,"" he said.
""The high street is ever changing, and I feel like it must be a struggle for these shops, so I'm rooting for them.""
Mr Liptrot also sketches some of the city's favourite quirkier venues.
""It's also about celebrating ones that are still going, like music venue The Crescent and the York Nut Centre with its iconic monkey nut character hanging outside.""
He has also drawn landmark buildings, like the former York City football ground on Bootham Crescent. 
""When I'm doing stalls, people come up to me and tell me their memories of these places. The football ground was a big deal for fans.
""I'm recording these places as a sort of memory for people."" he said.
""They're important to the community spirit. They connect people together.""
Listen to highlights from North Yorkshire on BBC Sounds, catch up with the latest episode of Look North or tell us a story you think we should be covering here.
","['Micklegate', 'Crescent', 'the York Nut Centre', 'BBC Sounds']",entertainment,0.9819,0.29000000000000004,False
343,https://www.bbc.com/news/articles/cvg84r5g8d0o,2025-01-24,Ukraine claims drone strike on Russian oil refinery,"Ukraine reportedly hit a Russian oil refinery and targeted Moscow during an attack involving a wave of at least 121 drones, one of the largest single operations of its kind during the war.
Video footage verified by the BBC shows a fireball rising over the refinery and pumping station in the Ryazan region, southeast of Moscow, which Ukrainian officials said was a target.
Russia said it had shot down 121 drones that had targeted 13 regions, including Ryazan and Moscow, but reported no damage.
Elsewhere, Ukrainian authorities said three people were killed and one was injured when a Russian drone hit a residential building in the Kyiv region.
Andriy Kovalenko, head of Ukraine's centre for countering disinformation, said on Telegram that an oil refinery in Ryazan had been hit, as well as the Kremniy factory in Bryansk that Kyiv says produces missile components and other weapons.
Bloggers on Telegram posted images and videos of fires raging at the Ryazan facility, which covers around 6sq km (2.3sq miles). Verified footage shows people fleeing from the site in cars and on foot as a fireball rises into the sky.
BBC Verify used video footage to establish the location of two fires at the refinery. One video shows a fire near the northern entrance, whose location was matched by the road layout, signs and fences. 
Two other videos show a larger fire on the eastern side of the refinery, around 3km (1.6m) away from the first. The location was identified by matching trees, pylons, road and path layouts.
Russian state-owned news agency RIA cited a statement from the Kremniy factory in Bryansk, which said work had been suspended after an attack by six drones.  Pavel Malkov, the regional governor, said emergency services were responding.
The Kremlin acknowledged the attacks but made no mention of damage or casualties. 
It claimed to have destroyed 121 Ukrainian drones, including six over the Moscow region, 20 in the Ryazan region, and a number over the border region of Bryansk.
Sergei Sobyanin, Moscow's mayor, said the city's air defences had intercepted attacks by Ukrainian drones at four locations.
He said air defences southeast of the capital in Kolomna and Ramenskoye had also repelled drones, without specifying how many. He said there was no damage.
Russian news agencies quoted Rosaviatsiya, the federal aviation agency, as saying two Moscow airports, Vnukovo and Domodedovo, had resumed flights after suspending operations for a time. Six flights were redirected to other airports.
In the city of Kursk, Mayor Igor Kutsak said overnight attacks had damaged power lines and cut off electricity to one district.
In Ukraine, officials said that its air defences had destroyed 25 of 58 drones launched overnight by Russia. 
The interior ministry said debris from one of the drones had killed two men and a woman in Hlevakha, Kyiv region, and that another person had been injured. 
Russia's justice ministry on Friday designated the BBC Russian service's Olga Ivshina a ""foreign agent"".
Ivshina, who is based in London, is the fourth BBC journalist to be designated by Russia since the full invasion of Ukraine in February of 2022.
Last week BBC Russian's Anastasia Lotareva, a senior editor in Riga, and Andrey Kozenko, a reporter in London, were added to the list.
Those named as foreign agents are compelled to mark any online content available in Russia as having come from a foreign agent, and to share financial details. Failure to comply can lead to fines or even imprisonment.
A spokesperson for the BBC said the corporation ""strongly rejects and will challenge the designation"".
""The role of BBC News Russian journalists, reporting independently and impartially, has never been needed more, and we will support them to ensure they can continue to do their jobs serving Russian-speaking audiences.""
","['BBC', 'Telegram', 'Ryazan', 'Kremniy', 'RIA', 'Kremlin', 'Ramenskoye', 'Vnukovo', 'Domodedovo', 'justice ministry', 'BBC Russian', 'Ivshina', 'BBC News']",business,-0.9981,0.364,False
